Movie Name,Link,Released,Alternate Versions,Alternate Link,Duration,Sin Count,Writer 1,Writer 2,Writer 3,Writer 4,Writer 5
The Incredibles ,https://youtu.be/IzXtxaeRwlw,2015-07-30,,,11:54,85,Chris Atkinson,Jeremy Scott,,,
Chappie ,https://youtu.be/JucN_-Lnssg,2015-08-04,,,17:03,145,Chris Atkinson,Jeremy Scott,,,
The Twilight Saga: Breaking Dawn - Part 1,https://youtu.be/exSYHlvM6V0,2015-08-06,,,18:23,144,Chris Atkinson,Jeremy Scott,,,
The Twilight Saga: Breaking Dawn - Part 2,https://youtu.be/LwkW7g7jt_Y,2015-08-11,,,19:57,175,Chris Atkinson,Jeremy Scott,,,
Thunderball ,https://youtu.be/mlEWUbNO6vo,2015-08-13,,,18:44,154,Chris Atkinson,Jeremy Scott,,,
Jupiter Ascending ,https://youtu.be/0ktrp11dQBA,2015-08-18,,,20:01,225,Chris Atkinson,Jeremy Scott,,,
Pirates of the Caribbean: At World's End,https://youtu.be/IdUhQFXhQUM,2015-08-25,,,22:01,170,Chris Atkinson,Jeremy Scott,,,
The Sixth Sense ,https://youtu.be/NPMOtdIlN5s,2015-09-01,,,14:34,94,Chris Atkinson,Jeremy Scott,,,
Real Steel ,https://youtu.be/T7ojoDfUaA0,2015-09-08,,,18:40,144,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,,
Insurgent ,https://youtu.be/xfVh2qCPwmY,2015-09-15,,,20:23,169,Chris Atkinson,Jeremy Scott,,,
How To Train Your Dragon,https://youtu.be/oyQalxzgPu4,2015-09-22,,,12:13,82,Chris Atkinson,Jeremy Scott,,,
Interstellar,https://youtu.be/mnArCFSrkg8,2015-09-29,,,22:29,104,Chris Atkinson,Jeremy Scott,Neil deGrasse Tyson,,
WALL-E ,https://youtu.be/9qHSiLwLGug,2015-10-01,,,14:38,79,Chris Atkinson,Jeremy Scott,,,
Hook ,https://youtu.be/yEcArMzmeM0,2015-10-06,,,19:40,182,Chris Atkinson,Jeremy Scott,,,
Mad Max: Fury Road,https://youtu.be/RoltZ7XjaAk,2015-10-08,,,13:32,96,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,,
The Ring ,https://youtu.be/V3iJqH9-tQ8,2015-10-13,,,17:02,129,Chris Atkinson,Jeremy Scott,,,
Avengers: Age of Ultron,https://youtu.be/Z7AYpTO08zo,2015-10-15,,,19:44,166,Chris Atkinson,Jeremy Scott,,,
Paranormal Activity 3 ,https://youtu.be/LUAIindLldw,2015-10-20,,,13:45,121,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,,
Back to the Future 2,https://youtu.be/kdU7xk8TISk,2015-10-21,,,13:15,110,Chris Atkinson,Jeremy Scott,,,
Paranormal Activity 4 ,https://youtu.be/8fdyXSfojL0,2015-10-22,,,13:31,127,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,
It Follows ,https://youtu.be/Hw0c2kSoy9g,2015-10-27,,,13:30,103,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,,
Scream (1996) ,https://youtu.be/BFKTuXb5eKI,2015-10-29,,,16:30,127,Chris Atkinson,Jeremy Scott,Ross Woodruff,,
Casino Royale ,https://youtu.be/u179fs7QuN8,2015-11-03,,,14:02,105,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,,
Quantum Of Solace,https://youtu.be/9ehNm8c686I,2015-11-05,,,11:51,131,Chris Atkinson,Jeremy Scott,,,
Jurassic World ,https://youtu.be/M0ABuvKioxY,2015-11-10,,,16:14,138,Chris Atkinson,Jeremy Scott,,,
Tomorrowland ,https://youtu.be/RBFfNp58jBs,2015-11-12,,,18:51,162,Chris Atkinson,Jeremy Scott,,,
Inside Out ,https://youtu.be/07isJX3XTBQ,2015-11-17,,,11:21,80,Chris Atkinson,Jeremy Scott,,,
Terminator Genisys ,https://youtu.be/_ri1EF4UCOY,2015-11-19,,,18:00,149,Chris Atkinson,Jeremy Scott,,,
Rocky IV,https://youtu.be/UZOPRySVZIg,2015-11-24,,,13:50,115,Chris Atkinson,Jeremy Scott,,,
Star Wars Episode IV: A New Hope,https://youtu.be/5ZDNawCEamA,2015-11-26,,,20:53,120,Chris Atkinson,Jeremy Scott,Kevin Smith,,
Demolition Man,https://www.patreon.com/posts/75837611,2015-11-30,,,18:41,150,Jeremy Scott,,,,
Star Wars Episode V: The Empire Strikes Back,https://youtu.be/g_0yLbcV3U8,2015-12-01,,,19:03,129,Chris Atkinson,Jeremy Scott,,,
Star Wars Episode VI: Return of the Jedi,https://youtu.be/deMGCdOZS-Y,2015-12-03,,,20:14,152,Chris Atkinson,Jeremy Scott,,,
Sky High,https://www.patreon.com/posts/75837779,2015-12-04,,,13:29,122,Jeremy Scott,,,,
Super 8 ,https://youtu.be/lROhs-dMsug,2015-12-08,,,13:04,112,Chris Atkinson,Jeremy Scott,,,
Star Wars Episode I: The Phantom Menace,https://youtu.be/yxAXZGOzEg8,2015-12-10,(PART 2),https://youtu.be/K8ea7OiaLWo,27:20,1220,Chris Atkinson,Jeremy Scott,,,
Star Wars Episode II: Attack of the Clones,https://youtu.be/ln7HQCbonho,2015-12-15,(PART 2),https://youtu.be/-Iw_CZtq4LI,27:04,375,Chris Atkinson,Jeremy Scott,,,
Star Wars Episode III: Revenge of the Sith,https://youtu.be/m0TGcvtzjUs,2015-12-17,(PART 2),https://youtu.be/hD7xZFLhTq8,26:19,432216,Chris Atkinson,Jeremy Scott,,,
Point Break (1991) ,https://youtu.be/SpjmO2IjtoU,2015-12-22,,,16:17,142,Chris Atkinson,Jeremy Scott,,,
Toy Story 2 ,https://youtu.be/9iuWpq61dsg,2015-12-24,,,16:28,120,Chris Atkinson,Jeremy Scott,,,
The Lion King (1994) ,https://youtu.be/hP4WsVHTVh0,2015-12-29,,,14:24,92,Chris Atkinson,Jeremy Scott,,,
Cinderella (2015),https://youtu.be/njJddJJkcoQ,2015-12-31,,,18:22,144,Chris Atkinson,Jeremy Scott,,,
Insidious Chapter 3 ,https://youtu.be/HwYwTEN1jmQ,2016-01-05,,,16:59,134,Ashley Spurgeon,Ross Woodruff,,,
Ant-Man ,https://youtu.be/Ex4RNBQSTNA,2016-01-07,,,20:18,137,Chris Atkinson,Jeremy Scott,,,
Pixels,https://youtu.be/FZ7rIFGuGMk,2016-01-12,,,20:27,161,Ashley Spurgeon,Ross Woodruff,,,
Snowpiercer ,https://youtu.be/_KlmEm7VhK8,2016-01-14,,,15:01,101,Chris Atkinson,Jeremy Scott,,,
San Andreas,https://youtu.be/BXCCFh--NAE,2016-01-19,,,18:49,212,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Furious 7,https://youtu.be/QoiEbK2K5G4,2016-01-21,,,23:00,1337,Chris Atkinson,Jeremy Scott,,,
Kung Fu Panda ,https://youtu.be/oqvFxgInOl0,2016-01-26,,,15:53,125,Ashley Spurgeon,Ross Woodruff,,,
Kung Fu Panda 2 ,https://youtu.be/c-S9yq3scHw,2016-01-28,,,15:38,149,Ashley Spurgeon,Ross Woodruff,,,
Warm Bodies ,https://youtu.be/DfjIZmzKysM,2016-02-02,,,18:20,142,Ashley Spurgeon,Ross Woodruff,,,
Fantastic Four (2015),https://youtu.be/iZpNgE6mMoA,2016-02-04,,,18:46,149,Chris Atkinson,Jeremy Scott,,,
Paper Towns ,https://youtu.be/RnVgk5LWDiA,2016-02-09,,,16:27,129,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Pitch Perfect 2 ,https://youtu.be/dyvacoFyo8o,2016-02-11,,,17:26,143,Chris Atkinson,Jeremy Scott,,,
Sherlock Holmes ,https://youtu.be/uMrW0Q6DXjc,2016-02-16,,,13:38,125,Ashley Spurgeon,Ross Woodruff,,,
Mission Impossible Rogue Nation,https://youtu.be/PHRtNJhNvMY,2016-02-18,,,15:37,117,Chris Atkinson,Jeremy Scott,,,
Monsters University ,https://youtu.be/AlGixkdKm_Y,2016-02-23,,,18:01,119,Chris Atkinson,Jeremy Scott,,,
Olympus Has Fallen,https://youtu.be/ECeaa60DCkY,2016-02-25,,,15:45,140,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Madagascar ,https://youtu.be/7-9siP1qkGI,2016-03-01,,,13:09,129,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Who Framed Roger Rabbit,https://youtu.be/ALdpUXlWNhE,2016-03-03,,,15:32,145,Chris Atkinson,Jeremy Scott,,,
Superman II ,https://youtu.be/AsHlGUxfyiU,2016-03-08,,,16:40,158,Chris Atkinson,Jeremy Scott,,,
Watchmen ,https://youtu.be/yxY99G9bH_c,2016-03-10,,,19:01,182,Ashley Spurgeon,Ross Woodruff,,,
My Big Fat Greek Wedding,https://youtu.be/vi_Rhh2MHuU,2016-03-15,,,14:55,105,Chris Atkinson,Jeremy Scott,,,
Brave ,https://youtu.be/Lf5UMHjcfLo,2016-03-17,,,14:10,126,Chris Atkinson,Jeremy Scott,,,
Batman (1989),https://youtu.be/gf8bfxKuF4M,2016-03-22,,,18:26,148,Chris Atkinson,Jeremy Scott,,,
Batman Returns ,https://youtu.be/h60gdEi-B70,2016-03-24,,,17:21,148,Chris Atkinson,Jeremy Scott,,,
Sucker Punch ,https://youtu.be/_5piTlGzbJE,2016-03-26,,,14:43,139,Ashley Spurgeon,Ross Woodruff,,,
The Martian,https://youtu.be/HzNyMUuQfmE,2016-03-31,,,15:32,90,Chris Atkinson,Jeremy Scott,,,
Troll 2 ,https://youtu.be/vw2szUP0IRI,2016-04-01,,,20:22,-10000,Chris Atkinson,Jeremy Scott,,,
Spectre ,https://youtu.be/42pPynLm434,2016-04-05,,,16:53,141,Chris Atkinson,Jeremy Scott,,,
Maze Runner: The Scorch Trials,https://youtu.be/cH8oJEb0c4s,2016-04-07,,,16:16,144,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
The Jungle Book (1067) ,https://youtu.be/eDKvO5jspI0,2016-04-12,,,12:01,92,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
The Wicker Man ,https://youtu.be/XtSTtRnRcFM,2016-04-14,,,17:55,242,Chris Atkinson,Jeremy Scott,,,
The Hunger Games: Mockingjay Part 1,https://youtu.be/BJemArTv7EI,2016-04-19,,,16:16,130,Ashley Spurgeon,Ross Woodruff,,,
The Hunger Games: Mockingjay Part 2,https://youtu.be/xY6nqCReekU,2016-04-21,,,16:19,128,Ashley Spurgeon,Ross Woodruff,,,
The Good Dinosaur ,https://youtu.be/lmXsiGhz0r8,2016-04-26,,,12:56,126,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Star Wars Episode VII: The Force Awakens,https://youtu.be/nQd7QQ1cnQw,2016-04-28,,,18:53,135,Chris Atkinson,Jeremy Scott,,,
Elektra ,https://youtu.be/M96FAq4WO1Y,2016-05-03,,,13:29,148,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
The Punisher ,https://youtu.be/NQD4n-6Q_q8,2016-05-05,,,16:05,162,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
The Visit ,https://youtu.be/r0mk0OaxHgE,2016-05-10,,,14:47,126,Ashley Spurgeon,Ross Woodruff,,,
Cars ,https://youtu.be/bTYAJ_yEojM,2016-05-12,,,16:36,127,Chris Atkinson,Jeremy Scott,,,
Alice In Wonderland,https://youtu.be/I7IaW7I1YWs,2016-05-17,,,16:47,238,Chris Atkinson,Jeremy Scott,,,
Goosebumps ,https://youtu.be/V4XRI16xCWU,2016-05-19,,,15:18,131,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Star Trek: The Motion Picture,https://youtu.be/O8QClFbROf4,2016-05-24,,,16:20,133,Chris Atkinson,Jeremy Scott,,,
Star Trek II: The Wrath of Khan,https://youtu.be/RnHbNFZp61M,2016-05-26,,,16:36,110,Chris Atkinson,Jeremy Scott,,,
Teenage Mutant Ninja Turtles II: Secret of the Ooze,https://youtu.be/kdjA2cxx5j8,2016-05-31,,,14:43,194,Ashley Spurgeon,Ross Woodruff,,,
Final Fantasy: The Spirits Within,https://youtu.be/39GHqmqnodc,2016-06-02,,,15:37,130,Ashley Spurgeon,Ross Woodruff,,,
Mortal Kombat Annihilation,https://youtu.be/Opq0Wcn29ps,2016-06-07,,,18:52,273,Chris Atkinson,Jeremy Scott,,,
The Revenant ,https://youtu.be/QQH_bpxPc5g,2016-06-09,,,11:49,91,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
A Bug's Life ,https://youtu.be/WKOoa5qcG_M,2016-06-14,,,14:06,118,Chris Atkinson,Jeremy Scott,,,
Jaws ,https://youtu.be/qpRysNtkux8,2016-06-16,,,9:44,50,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Stargate ,https://youtu.be/Cyen90xcvYY,2016-06-21,,,14:53,134,Chris Atkinson,Jeremy Scott,,,
Alien ,https://youtu.be/dJtYDb7YaJ4,2016-06-23,,,11:41,74,Ashley Spurgeon,Ross Woodruff,,,
The Purge: Anarchy ,https://youtu.be/D5tG1DDuLU8,2016-06-28,,,16:36,141,Ashley Spurgeon,Ross Woodruff,,,
Tarzan ,https://youtu.be/y78GuOxNz84,2016-06-30,,,13:34,112,Ashley Spurgeon,Ross Woodruff,,,
The Hateful Eight ,https://youtu.be/zOgb16vhtGY,2016-07-05,,,14:14,144,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Zootopia ,https://youtu.be/ERMgSbeGsnw,2016-07-06,,,10:22,78,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
The Rock ,https://youtu.be/xV23Y-ypXjg,2016-07-12,,,17:07,143,Ashley Spurgeon,Ross Woodruff,,,
10 Cloverfield Lane ,https://youtu.be/mAJK5jltslE,2016-07-13,,,10:12,80,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Ice Age ,https://youtu.be/Z9e2c4orAh0,2016-07-19,,,14:15,127,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Star Trek III: The Search For Spock,https://youtu.be/x6NDyvMJR78,2016-07-21,,,13:42,99,Chris Atkinson,Jeremy Scott,,,
The Bourne Supremacy ,https://youtu.be/pl8jk8j7WNE,2016-07-26,,,13:27,100,Chris Atkinson,Jeremy Scott,,,
The Bourne Ultimatum ,https://youtu.be/6OckBpGo0_o,2016-07-28,,,13:27,91,Chris Atkinson,Jeremy Scott,,,
Kung Fu Panda 3 ,https://youtu.be/UwCsJvmwAGw,2016-08-02,,,13:17,114,Ashley Spurgeon,Ross Woodruff,,,
Batman v Superman: Dawn of Justice,https://youtu.be/X5tSpgU96WY,2016-08-04,(ULTIMATE),https://youtu.be/9ryPJTQmgT8,21:19,174,Chris Atkinson,Jeremy Scott,Barrett Share,,
How to Train Your Dragon 2,https://youtu.be/bvMXsk4xGfk,2016-08-09,,,10:51,90,Chris Atkinson,Barrett Share,,,
Pete's Dragon (1977),https://youtu.be/PEj7AgSA7EU,2016-08-11,,,17:20,167,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Hellboy (2004) ,https://youtu.be/DM2mp6Iu21Q,2016-08-16,,,17:47,152,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
I Am Legend ,https://youtu.be/zeB_MtUp9Qs,2016-08-18,,,12:31,104,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Dark Shadows ,https://youtu.be/KatORn2xf3E,2016-08-23,,,17:26,134,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Unbreakable ,https://youtu.be/r1KyltMbP1Q,2016-08-25,,,12:43,84,Chris Atkinson,Jeremy Scott,,,
Blade ,https://youtu.be/4_IBc9D10QM,2016-08-29,,,12:42,120,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Batman: The Killing Joke,https://youtu.be/pyk7UWupEHk,2016-09-01,,,14:38,112,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Citizen Kane,https://youtu.be/ReH_4L3cTM8,2016-09-06,,,16:07,93,Chris Atkinson,Jeremy Scott,Barrett Share,Ashley Spurgeon,Ross Woodruff
The Jungle Book (2016),https://youtu.be/U9rTb7WaF58,2016-09-12,,,13:35,105,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Shrek ,https://youtu.be/HYP0hnDviRg,2016-09-19,,,14:01,103,Chris Atkinson,Barrett Share,,,
Captain America: Civil War,https://youtu.be/FbWOEpLFYbU,2016-09-27,,,20:20,128,Chris Atkinson,Jeremy Scott,,,
The Witch ,https://youtu.be/zI-aTycmzbo,2016-10-04,,,13:29,92,Chris Atkinson,Jeremy Scott,Barrett Share,,
Gone Girl ,https://youtu.be/4C_UJFKLPIg,2016-10-06,,,16:39,106,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Saw II ,https://youtu.be/wMXKkoFlHzM,2016-10-11,,,16:02,112,Chris Atkinson,Jeremy Scott,,,
The Conjuring 2 ,https://youtu.be/gbQL3YMG1c0,2016-10-13,,,19:01,158,Chris Atkinson,Jeremy Scott,,,
Jack Reacher ,https://youtu.be/Pzu3lVH0MYI,2016-10-18,,,13:56,95,Chris Atkinson,Jeremy Scott,,,
Ouija ,https://youtu.be/I3xzihjn1iI,2016-10-20,,,17:18,148,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
The Da Vinci Code ,https://youtu.be/FbKcH7ap67c,2016-10-25,,,15:29,155,Ashley Spurgeon,Ross Woodruff,,,
Angels & Demons ,https://youtu.be/iUtIwLs7c9Q,2016-10-26,,,17:52,146,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Teenage Mutant Ninja Turtles: Out of the Shadows,https://youtu.be/-WivgLnMhJI,2016-11-01,,,20:12,191,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
The Purge: Election Year,https://youtu.be/CBgr0AkoKbM,2016-11-03,,,16:40,143,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
X-Men Apocalypse ,https://youtu.be/CKhZsJ7TNcU,2016-11-07,,,21:06,150,Chris Atkinson,Barrett Share,,,
Contact ,https://youtu.be/B7GmyhV_CLc,2016-11-10,,,20:17,130,Chris Atkinson,Jeremy Scott,,,
Warcraft ,https://youtu.be/U3SZrw7BMjY,2016-11-15,,,16:58,142,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,
Now You See Me 2,https://youtu.be/eK1wlA7SWFs,2016-11-17,,,20:07,142,Chris Atkinson,Jeremy Scott,,,
Pocahontas ,https://youtu.be/WBUcj5FSA9M,2016-11-22,,,12:15,130,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Independence Day Resurgence,https://youtu.be/bA4_G2Otw9s,2016-11-24,,,20:38,158,Chris Atkinson,Jeremy Scott,,,
I Robot ,https://youtu.be/AZqRnWO9IQw,2016-11-29,,,14:50,125,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Krampus ,https://youtu.be/9Y3W_VMn_Ns,2016-12-01,,,16:05,133,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Finding Dory ,https://youtu.be/LclPKwhfSIA,2016-12-06,,,18:53,141,Chris Atkinson,Jeremy Scott,,,
The Legend of Tarzan,https://youtu.be/W-wXfT5uPe0,2016-12-08,,,15:08,142,Ashley Spurgeon,Ross Woodruff,,,
Star Trek Beyond ,https://youtu.be/Yr2UDKEzAL8,2016-12-13,,,17:34,118,Chris Atkinson,Jeremy Scott,,,
Star Wars: The Clone Wars,https://youtu.be/6RTzzwniGZc,2016-12-15,,,18:32,168,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Toy Story 3 ,https://youtu.be/iuDMzBEYf4M,2016-12-20,,,14:40,96,Chris Atkinson,Jeremy Scott,,,
Home Alone ,https://youtu.be/gJsE5Z3OPkM,2016-12-22,,,15:32,111,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
Deadpool ,https://youtu.be/NbufQhdXw20,2016-12-27,,,19:08,90,Chris Atkinson,Jeremy Scott,,,
Die Hard 2 ,https://youtu.be/0zvy9JTAJk4,2016-12-29,,,19:50,150,Chris Atkinson,Jeremy Scott,,,
Underworld Rise Of The Lycans,https://youtu.be/Yc0a7jvPSZM,2017-01-03,,,13:51,114,Chris Atkinson,,,,
Underworld Awakening ,https://youtu.be/HAgkYTQ2nHI,2017-01-05,,,15:21,133,Chris Atkinson,,,,
Suicide Squad ,https://youtu.be/NH5YLq412Wc,2017-01-10,,,20:24,157,Chris Atkinson,Jeremy Scott,Barett Share,,
Alice Through The Looking Glass,https://youtu.be/dELXMUqRVzc,2017-01-12,,,17:49,165,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
xXx ,https://youtu.be/YnPlIIXOJs8,2017-01-17,,,18:18,147,Ashley Spurgeon,Ross Woodruff,,,
xXx: State of the Union,https://youtu.be/GYrdk-h4l30,2017-01-19,,,14:38,132,Ashley Spurgeon,Ross Woodruff,,,
Resident Evil: Extinction,https://youtu.be/fhXP0iXvKFs,2017-01-24,,,16:38,132,Chris Atkinson,,,,
The Secret Life of Pets,https://youtu.be/_Cts-mlFRTo,2017-01-26,,,16:58,131,Chris Atkinson,Barrett Share,,,
Don't Breathe ,https://youtu.be/Rcz9IIt6sRw,2017-01-31,,,15:28,124,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
The Ring 2 ,https://youtu.be/sXWxmivwCRg,2017-02-02,,,19:04,146,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
The Lego Movie,https://youtu.be/llxJthqtGNc,2017-02-07,,,21:59,110,Chris Atkinson,Jeremy Scott,,,
John Wick ,https://youtu.be/_wzkrE0f2MU,2017-02-09,,,12:06,95,Ashley Spurgeon,Ross Woodruff,,,
Jason Bourne ,https://youtu.be/3WyKX1Rd3U4,2017-02-14,,,17:34,132,Chris Atkinson,Jeremy Scott,,,
The Magnificent Seven ,https://youtu.be/zrW85fDSq-U,2017-02-16,,,18:55,142,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
The Accountant ,https://youtu.be/W79zryQyEXI,2017-02-21,,,16:39,99,Chris Atkinson,Jeremy Scott,,,
Trolls ,https://youtu.be/iYAiHUJGRDM,2017-02-23,,,19:37,128,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
The Girl On The Train,https://youtu.be/x--KgEoieIs,2017-02-28,,,15:59,117,Chris Atkinson,Jeremy Scott,,,
The Cabin in the Woods,https://youtu.be/ZYXRp_FKz44,2017-03-02,,,17:47,111,Chris Atkinson,Jeremy Scott,Barett Share,,
Blade II ,https://youtu.be/DMH_nzXPpEU,2017-03-07,,,12:57,122,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Up ,https://youtu.be/n3JWVvWlppg,2017-03-09,,,16:42,116,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Beauty and the Beast (1991),https://youtu.be/99SS9aZjrhY,2017-03-14,,,16:42,101,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
Jumper ,https://youtu.be/q5rh3N4T0zY,2017-03-16,,,18:25,127,Chris Atkinson,Jeremy Scott,,,
Mighty Morphin Power Rangers: The Movie,https://youtu.be/LJLihAghaBM,2017-03-20,,,20:03,319,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
In Time ,https://youtu.be/ioNMxeQbo3o,2017-03-23,,,17:05,122,Jeremy Scott,Barrett Share,,,
Ghost In The Shell (1995),https://youtu.be/KPV7faHaODY,2017-03-28,,,15:14,107,Chris Atkinson,Barrett Share,,,
The Smurfs ,https://youtu.be/P_EVL97iRvI,2017-03-30,,,18:23,144,Jeremy Scott,Barrett Share,,,
Central Intelligence ,https://youtu.be/NHIplJptp1Q,2017-04-04,,,18:10,188,Chris Atkinson,Jeremy Scott,,,
The Angry Birds Movie,https://youtu.be/lgFdATo897Y,2017-04-05,,,17:21,146,Jeremy Scott,Barrett Share,,,
2 Fast 2 Furious ,https://youtu.be/GJjeqW3CRXU,2017-04-11,,,18:56,142,Ashley Spurgeon,Ross Woodruff,,,
The Fast & The Furious: Tokyo Drift,https://youtu.be/iw9cOQPexh4,2017-04-13,,,16:43,146,Ashley Spurgeon,Ross Woodruff,,,
Sing ,https://youtu.be/OiDMJ-MstqQ,2017-04-18,,,16:34,120,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
Miss Peregrine's Home For Peculiar Children,https://youtu.be/e250f0Md87I,2017-04-20,,,17:10,135,Jeremy Scott,Barrett Share,,,
Fantastic Beasts & Where To Find Them,https://youtu.be/QoEVfALqrzA,2017-04-25,,,22:00,133,Chris Atkinson,Barrett Share,,,
Moana ,https://youtu.be/plc2c84pM5I,2017-04-27,,,16:11,107,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Doctor Strange ,https://youtu.be/8ZKmRpV9OFg,2017-05-02,,,16:11,91,Chris Atkinson,Jeremy Scott,,,
Passengers ,https://youtu.be/jz_gA1IjDW4,2017-05-04,,,17:06,116,Chris Atkinson,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,
Assassin's Creed ,https://youtu.be/_og_bDdUbRQ,2017-05-09,,,15:08,121,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
King Arthur (2004) ,https://youtu.be/HYUA-efzfT4,2017-05-11,,,18:06,147,Jeremy Scott,Barrett Share,,,
Battle Los Angeles ,https://youtu.be/Y6932spn3SY,2017-05-16,,,19:49,141,Chris Atkinson,Barrett Share,,,
Aliens ,https://youtu.be/oeAc5DFh7PE,2017-05-18,,,16:00,100,Chris Atkinson,Barrett Share,Ross Woodruff,,
Pirates Of The Caribbean: On Stranger Tides,https://youtu.be/KJxoBVVCOos,2017-05-23,,,19:36,147,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Split ,https://youtu.be/yKpIZtnPqqc,2017-05-25,,,16:57,107,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
Justice League: Flashpoint Paradox,https://youtu.be/ZyaF3g38cys,2017-05-30,,,17:20,136,Chris Atkinson,Jeremy Scott,,,
Logan ,https://youtu.be/gNYKBTBTwjI,2017-06-01,,,18:20,113,Chris Atkinson,Jeremy Scott,,,
The Mummy (1999),https://youtu.be/GK5ott5ery8,2017-06-06,,,16:45,131,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
The Mummy Returns ,https://youtu.be/rwK_zJpN2e4,2017-06-08,,,18:39,141,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Cars 2 ,https://youtu.be/IKQJ9rVFmJU,2017-06-13,,,19:04,126,Chris Atkinson,Jeremy Scott,,,
The Shallows ,https://youtu.be/a91bJO60oac,2017-06-15,,,12:52,107,Jeremy Scott,Barrett Share,,,
The Transformers: The Movie (1986),https://youtu.be/k1ywxJDp7mI,2017-06-20,,,20:31,136,Chris Atkinson,Barrett Share,,,
Get Out ,https://youtu.be/Wf6r_YC9dhw,2017-06-22,,,15:14,79,Chris Atkinson,Barrett Share,,,
Despicable Me ,https://youtu.be/CUDyr9b8aKY,2017-06-27,,,20:06,125,Ashley Spurgeon,Ross Woodruff,,,
Despicable Me 2 ,https://youtu.be/kFQUlA-G0N4,2017-06-29,,,18:41,131,Ashley Spurgeon,Ross Woodruff,,,
The Patriot ,https://youtu.be/emIda7awdHc,2017-07-04,,,17:14,121,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
La La Land ,https://youtu.be/AzvFdQHhgsk,2017-07-06,,,15:17,84,Jeremy Scott,Barrett Share,Aaron Dicer,,
Planet of the Apes (1968),https://youtu.be/16jLyLsMa58,2017-07-11,,,14:54,104,Chris Atkinson,Jeremy Scott,,,
Beauty and the Beast (2017),https://youtu.be/ZIBPunnSimc,2017-07-13,,,19:23,127,Barrett Share,Ashley Spurgeon,Ross Woodruff,,
Ghostbusters (2016),https://youtu.be/y31hDpemtZ4,2017-07-18,,,23:01,129,Chris Atkinson,Barrett Share,,,
